job_id,title,description,company_id,location_id,job_type_id,category_id,posted_date,closing_date,salary_min,salary_max,is_featured,company_name,company_website,company_description,company_logo,skills,industries,job_type_name
92,"Security Specialist","Analyze and implement IT security measures.",8,1,1,21,2023-10-11,2023-11-11,80000.00,125000.00,0,IBM,https://www.ibm.com,"A multinational technology and consulting company offering a wide range of technology solutions and services, including cloud computing and AI.",https://upload.wikimedia.org/wikipedia/commons/5/51/IBM_logo.svg,"Customer Service,Problem-Solving","Consulting,Information Technology",Full-time
93,"Business Analyst","Provide data-driven business insights.",8,4,1,12,2023-10-12,2023-11-12,75000.00,110000.00,0,IBM,https://www.ibm.com,"A multinational technology and consulting company offering a wide range of technology solutions and services, including cloud computing and AI.",https://upload.wikimedia.org/wikipedia/commons/5/51/IBM_logo.svg,"Communication,Salesforce","Consulting,Information Technology",Full-time
94,"Software Developer","Develop software products for clients.",8,1,1,1,2023-10-13,2023-11-13,90000.00,140000.00,1,IBM,https://www.ibm.com,"A multinational technology and consulting company offering a wide range of technology solutions and services, including cloud computing and AI.",https://upload.wikimedia.org/wikipedia/commons/5/51/IBM_logo.svg,"Adobe Photoshop,Content Writing","Consulting,Information Technology",Full-time
95,"Client Partner","Support and grow client relationships.",8,4,1,12,2023-10-14,2023-11-14,85000.00,125000.00,0,IBM,https://www.ibm.com,"A multinational technology and consulting company offering a wide range of technology solutions and services, including cloud computing and AI.",https://upload.wikimedia.org/wikipedia/commons/5/51/IBM_logo.svg,"Problem-Solving,Time Management","Consulting,Information Technology",Full-time
96,"Database Administrator","Manage and support database systems.",8,1,1,19,2023-10-15,2023-11-15,80000.00,120000.00,0,IBM,https://www.ibm.com,"A multinational technology and consulting company offering a wide range of technology solutions and services, including cloud computing and AI.",https://upload.wikimedia.org/wikipedia/commons/5/51/IBM_logo.svg,"Digital Marketing,SQL","Consulting,Information Technology",Full-time
97,"Clinical Research Associate","Monitor clinical trials.",20,1,1,14,2023-10-07,2023-11-07,60000.00,90000.00,0,Pfizer,https://www.pfizer.com,"A pharmaceutical company that researches, develops, and manufactures medicines and vaccines.",https://upload.wikimedia.org/wikipedia/commons/2/20/Pfizer_logo.svg,"Communication,Graphic Design","Artificial Intelligence,Biotech,Biotechnology,Healthcare,Healthtech,Machine Learning,Natural Language Processing,Pharmaceutical,Pharmaceuticals",Full-time
98,"Lab Technician","Assist in drug development experiments.",20,1,1,14,2023-10-11,2023-11-11,50000.00,70000.00,0,Pfizer,https://www.pfizer.com,"A pharmaceutical company that researches, develops, and manufactures medicines and vaccines.",https://upload.wikimedia.org/wikipedia/commons/2/20/Pfizer_logo.svg,"Problem-Solving,Project Management","Artificial Intelligence,Biotech,Biotechnology,Healthcare,Healthtech,Machine Learning,Natural Language Processing,Pharmaceutical,Pharmaceuticals",Full-time
99,"Regulatory Affairs Specialist","Ensure compliance with regulatory requirements.",20,1,1,5,2023-10-12,2023-11-12,70000.00,95000.00,0,Pfizer,https://www.pfizer.com,"A pharmaceutical company that researches, develops, and manufactures medicines and vaccines.",https://upload.wikimedia.org/wikipedia/commons/2/20/Pfizer_logo.svg,"Customer Service,Team Leadership","Artificial Intelligence,Biotech,Biotechnology,Healthcare,Healthtech,Machine Learning,Natural Language Processing,Pharmaceutical,Pharmaceuticals",Full-time
100,"Pharmacovigilance Associate","Monitor and report adverse effects of drugs.",20,1,1,5,2023-10-13,2023-11-13,65000.00,90000.00,0,Pfizer,https://www.pfizer.com,"A pharmaceutical company that researches, develops, and manufactures medicines and vaccines.",https://upload.wikimedia.org/wikipedia/commons/2/20/Pfizer_logo.svg,"AWS,Microsoft Office","Artificial Intelligence,Biotech,Biotechnology,Healthcare,Healthtech,Machine Learning,Natural Language Processing,Pharmaceutical,Pharmaceuticals",Full-time
101,"Clinical Project Manager","Lead clinical trials from start to finish.",20,1,1,17,2023-10-14,2023-11-14,90000.00,130000.00,1,Pfizer,https://www.pfizer.com,"A pharmaceutical company that researches, develops, and manufactures medicines and vaccines.",https://upload.wikimedia.org/wikipedia/commons/2/20/Pfizer_logo.svg,"Java,Problem-Solving","Artificial Intelligence,Biotech,Biotechnology,Healthcare,Healthtech,Machine Learning,Natural Language Processing,Pharmaceutical,Pharmaceuticals",Full-time
102,"Quality Assurance Analyst","Review quality compliance in research.",20,1,1,15,2023-10-15,2023-11-15,75000.00,100000.00,0,Pfizer,https://www.pfizer.com,"A pharmaceutical company that researches, develops, and manufactures medicines and vaccines.",https://upload.wikimedia.org/wikipedia/commons/2/20/Pfizer_logo.svg,"Python,SQL","Artificial Intelligence,Biotech,Biotechnology,Healthcare,Healthtech,Machine Learning,Natural Language Processing,Pharmaceutical,Pharmaceuticals",Full-time
103,"Music Content Curator","Curate playlists and recommend music.",17,21,1,23,2023-10-08,2023-11-08,50000.00,80000.00,0,Spotify,https://www.spotify.com,"A digital music streaming service that provides on-demand access to millions of songs and podcasts.",https://upload.wikimedia.org/wikipedia/commons/1/19/Spotify_logo_without_text.svg,"Project Management,Time Management","Entertainment,Information Technology,Media",Full-time
104,"Software Developer","Develop features for the Spotify platform.",17,21,1,1,2023-10-11,2023-11-11,90000.00,140000.00,1,Spotify,https://www.spotify.com,"A digital music streaming service that provides on-demand access to millions of songs and podcasts.",https://upload.wikimedia.org/wikipedia/commons/1/19/Spotify_logo_without_text.svg,"Communication,Customer Service","Entertainment,Information Technology,Media",Full-time
105,"Podcast Producer","Produce original podcast content.",17,21,1,14,2023-10-12,2023-11-12,60000.00,90000.00,0,Spotify,https://www.spotify.com,"A digital music streaming service that provides on-demand access to millions of songs and podcasts.",https://upload.wikimedia.org/wikipedia/commons/1/19/Spotify_logo_without_text.svg,"Data Analysis,Machine Learning","Entertainment,Information Technology,Media",Full-time
106,"Ad Operations Specialist","Manage ad campaigns on the platform.",17,21,1,2,2023-10-13,2023-11-13,55000.00,80000.00,0,Spotify,https://www.spotify.com,"A digital music streaming service that provides on-demand access to millions of songs and podcasts.",https://upload.wikimedia.org/wikipedia/commons/1/19/Spotify_logo_without_text.svg,"Content Writing,Salesforce","Entertainment,Information Technology,Media",Full-time
107,"Data Analyst","Analyze music streaming trends.",17,21,1,16,2023-10-14,2023-11-14,70000.00,105000.00,0,Spotify,https://www.spotify.com,"A digital music streaming service that provides on-demand access to millions of songs and podcasts.",https://upload.wikimedia.org/wikipedia/commons/1/19/Spotify_logo_without_text.svg,"Adobe Photoshop,Graphic Design","Entertainment,Information Technology,Media",Full-time
108,"Artist Relations Manager","Work with artists to promote their content.",17,21,1,24,2023-10-15,2023-11-15,75000.00,115000.00,0,Spotify,https://www.spotify.com,"A digital music streaming service that provides on-demand access to millions of songs and podcasts.",https://upload.wikimedia.org/wikipedia/commons/1/19/Spotify_logo_without_text.svg,"Communication,CRM Software","Entertainment,Information Technology,Media",Full-time
109,"Fashion Designer","Design new sportswear products.",10,1,1,11,2023-10-09,2023-11-09,70000.00,100000.00,0,Nike,https://www.nike.com,"A leading sportswear and equipment company that designs and manufactures athletic shoes, apparel, and accessories.",https://upload.wikimedia.org/wikipedia/commons/a/a6/Logo_NIKE.svg,"Python,SQL","Fashion,Manufacturing,Retail",Full-time
110,"Merchandising Associate","Assist with product merchandising.",10,1,1,6,2023-10-11,2023-11-11,50000.00,75000.00,0,Nike,https://www.nike.com,"A leading sportswear and equipment company that designs and manufactures athletic shoes, apparel, and accessories.",https://upload.wikimedia.org/wikipedia/commons/a/a6/Logo_NIKE.svg,"Data Analysis,Problem-Solving","Fashion,Manufacturing,Retail",Full-time
111,"Brand Strategist","Develop marketing strategies for new products.",10,1,1,2,2023-10-12,2023-11-12,80000.00,115000.00,0,Nike,https://www.nike.com,"A leading sportswear and equipment company that designs and manufactures athletic shoes, apparel, and accessories.",https://upload.wikimedia.org/wikipedia/commons/a/a6/Logo_NIKE.svg,"Project Management,Team Leadership","Fashion,Manufacturing,Retail",Full-time
112,"Supply Chain Analyst","Support the planning and movement of inventory.",10,1,1,13,2023-10-13,2023-11-13,60000.00,90000.00,0,Nike,https://www.nike.com,"A leading sportswear and equipment company that designs and manufactures athletic shoes, apparel, and accessories.",https://upload.wikimedia.org/wikipedia/commons/a/a6/Logo_NIKE.svg,"AWS,Microsoft Office","Fashion,Manufacturing,Retail",Full-time
113,"Footwear Designer","Create designs for sports shoes.",10,1,1,11,2023-10-14,2023-11-14,85000.00,125000.00,1,Nike,https://www.nike.com,"A leading sportswear and equipment company that designs and manufactures athletic shoes, apparel, and accessories.",https://upload.wikimedia.org/wikipedia/commons/a/a6/Logo_NIKE.svg,"Adobe Photoshop,Graphic Design","Fashion,Manufacturing,Retail",Full-time
114,"Social Media Manager","Promote products on social media platforms.",10,1,1,2,2023-10-15,2023-11-15,65000.00,90000.00,0,Nike,https://www.nike.com,"A leading sportswear and equipment company that designs and manufactures athletic shoes, apparel, and accessories.",https://upload.wikimedia.org/wikipedia/commons/a/a6/Logo_NIKE.svg,"Communication,Content Writing","Fashion,Manufacturing,Retail",Full-time
115,"Customer Experience Specialist","Provide support to hosts and guests.",16,2,1,5,2023-10-10,2023-11-10,40000.00,60000.00,0,Airbnb,https://www.airbnb.com,"A company that provides an online platform for short-term lodging and experiences, connecting hosts and guests worldwide.",https://upload.wikimedia.org/wikipedia/commons/6/69/Airbnb_Logo_Bélo.svg,"Customer Service,Time Management","Hospitality,Information Technology",Full-time
116,"Product Designer","Design features for Airbnb app.",16,2,1,10,2023-10-11,2023-11-11,90000.00,130000.00,1,Airbnb,https://www.airbnb.com,"A company that provides an online platform for short-term lodging and experiences, connecting hosts and guests worldwide.",https://upload.wikimedia.org/wikipedia/commons/6/69/Airbnb_Logo_Bélo.svg,"Machine Learning,Python","Hospitality,Information Technology",Full-time
117,"Operations Analyst","Support Airbnb operations team.",16,2,1,12,2023-10-12,2023-11-12,70000.00,100000.00,0,Airbnb,https://www.airbnb.com,"A company that provides an online platform for short-term lodging and experiences, connecting hosts and guests worldwide.",https://upload.wikimedia.org/wikipedia/commons/6/69/Airbnb_Logo_Bélo.svg,"Java,SQL","Hospitality,Information Technology",Full-time
118,"User Researcher","Research user behaviors and preferences.",16,2,1,10,2023-10-13,2023-11-13,80000.00,115000.00,0,Airbnb,https://www.airbnb.com,"A company that provides an online platform for short-term lodging and experiences, connecting hosts and guests worldwide.",https://upload.wikimedia.org/wikipedia/commons/6/69/Airbnb_Logo_Bélo.svg,"Communication,Data Analysis","Hospitality,Information Technology",Full-time
119,"Account Manager","Manage professional hosts and grow accounts.",16,2,1,3,2023-10-14,2023-11-14,75000.00,105000.00,0,Airbnb,https://www.airbnb.com,"A company that provides an online platform for short-term lodging and experiences, connecting hosts and guests worldwide.",https://upload.wikimedia.org/wikipedia/commons/6/69/Airbnb_Logo_Bélo.svg,"Problem-Solving,Project Management","Hospitality,Information Technology",Full-time
120,"Marketplace Integrity Specialist","Ensure marketplace standards are met.",16,2,1,5,2023-10-15,2023-11-15,65000.00,95000.00,0,Airbnb,https://www.airbnb.com,"A company that provides an online platform for short-term lodging and experiences, connecting hosts and guests worldwide.",https://upload.wikimedia.org/wikipedia/commons/6/69/Airbnb_Logo_Bélo.svg,"Microsoft Office,Salesforce","Hospitality,Information Technology",Full-time
121,"Group Product Manager","The Group Product Manager at Crunchtime will lead a team to define the vision and roadmap for the product line, manage customer relationships, drive cross-functional collaboration, and mentor other product managers. The role emphasizes an analytical mindset and strong communication skills to drive product success in a fast-paced, agile environment.",2427,NULL,7,NULL,NULL,NULL,NULL,NULL,0,Crunchtime,https://crunchtime.com/,NULL,"https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=contain,w=200,h=200,q=100/https://builtin.com/sites/www.builtin.com/files/2024-10/CT_RGB_Icon-FullColor.png","Agile,Product Management","Automation,Food,Software",Remote
122,"iOS Engineer","As an iOS Engineer at Bolt, you will design, develop, and maintain iOS applications, ensuring high quality and performance. You'll collaborate with cross-functional teams, conduct code reviews, and contribute to improving development processes. Staying updated with industry trends and enhancing our engineering culture will be key aspects of your role.",4236,NULL,7,NULL,NULL,NULL,130000.00,160000.00,0,Bolt,https://www.bolt.com/?utm_source=built_in_sf&utm_medium=referral&utm_group=talent&utm_campaign=bolt_profile,NULL,"https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=contain,w=200,h=200,q=100/https://builtin.com/sites/www.builtin.com/files/2024-04/Bolt Logo - Square (1)_0.png",Swift,Fintech,Remote
123,"Senior Sage Intacct Consultant","The Senior Sage Intacct Consultant will lead initiatives for operational excellence, developing solutions for clients, providing technical support for implementations, analyzing financial data, and designing accounting systems while coordinating with stakeholders. They will also mentor junior consultants and manage project timelines to ensure successful outcomes.",3388,NULL,7,NULL,NULL,NULL,80000.00,133000.00,0,Wipfli,https://careers.wipfli.com/,NULL,"https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=contain,w=200,h=200,q=100/https://builtin.com/sites/www.builtin.com/files/2021-07/Wipi LLP.png","Sage Intacct","Business Intelligence,Cloud,Consulting,Financial Services,Fintech,Software",Remote
124,"Senior Business Operations Analyst","As a Senior Business Operations Analyst, you'll support revenue growth and customer retention through data management, process development, and reporting, while collaborating with various teams to maintain quality operations and provide insights to leadership.",3279,NULL,7,NULL,NULL,NULL,NULL,NULL,0,"Vivian Health",https://www.vivian.com/,NULL,"https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=contain,w=200,h=200,q=100/https://builtin.com/sites/www.builtin.com/files/2021-05/V logo.png",SQL,"Healthtech,HR Tech,Software",Remote
125,"Director of Product Management, Starburst Enterprise Platform","The Director of Product Management at Starburst is responsible for leading the product management team, developing a product roadmap, overseeing product launches, driving go-to-market strategies, and managing strategic initiatives and partnerships. This role requires collaboration with engineering and cross-functional teams to ensure alignment with customer needs and organizational goals.",3024,NULL,7,NULL,NULL,NULL,180000.00,221000.00,0,Starburst,https://www.starburst.io/careers/open-roles/,"At Starburst, we are working to dismantle the status quo of data silos and vendor lock-in every single day. Starburst offers a full-featured data lake analytics platform, built on open-source Trino. Our platform includes all the capabilities needed to discover, organize, and consume data without the need for time-consuming and costly migration projects. Today more than 200 leading organizations trust us to make better decisions faster. Though Starburst has raised $414M in venture funding from top investors, we were founded in a rather unusual way as we bootstrapped the business with customers and revenue from the very beginning! We are a remote-first company with employees all over the world and are proud to be named a Best Place to Work. Our founders are the creators of Trino (and previously Presto at Facebook). 10 years ago, they created Trino as the analytic database to stand the test of time. Funny enough, they never had any intentions to start a company around it. 5 years ago, we started Starburst with a similarly audacious goal: To build an iconic company that would stand the test of time. We are solving exceptionally complex and meaningful challenges here and as we innovate, we each have the opportunity to build our careers alongside Starbursts’s growth. Starburst has raised $414 million in venture funding and we are hiring across all functions to support our massive growth!","https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=contain,w=200,h=200,q=100/https://builtin.com/sites/www.builtin.com/files/2022-11/Starburst_Burst-Black+Blue.png",Cloud,"Analytics,Big Data,Big Data Analytics,Cloud,Database,Information Technology,Software",Remote
126,"Business Information Security Officer","As a Business Information Security Officer, you will lead cyber security initiatives by collaborating with IT and business leaders to identify, prioritize, and mitigate cyber risks. You'll educate stakeholders, provide risk insights, and implement security solutions to enhance risk management across the enterprise.",1889,NULL,9,NULL,NULL,NULL,128000.00,168000.00,0,MassMutual,https://careers.massmutual.com/,NULL,"https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=contain,w=200,h=200,q=100/https://builtin.com/sites/www.builtin.com/files/2021-05/MassMutual Logo.png","Cybersecurity,Technology Risk Management","Big Data,Financial Services,Fintech,Information Technology,Insurance",Hybrid
127,"Enterprise Account Executive, Life Sciences","The Enterprise Account Executive will focus on enterprise-level sales in the Life Sciences sector, aiming to build relationships with senior leaders and drive significant sales opportunities. Key responsibilities include understanding accounts, uncovering opportunities for software use, and closing new annual recurring revenue.",3397,NULL,7,NULL,NULL,NULL,327000.00,400000.00,0,"Domino Data Lab",https://www.domino.ai/,"Domino Data Lab powers model-driven businesses with its leading Enterprise AI platform trusted by over 20% of the Fortune 100. Domino accelerates the development and deployment of data science work while increasing collaboration and governance. With Domino, enterprises worldwide can develop better medicines, grow more productive crops, build better cars, and much more. Founded in 2013, Domino is backed by Coatue Management, Great Hill Partners, Highland Capital, Sequoia Capital and other leading investors. For more information, visit www.domino.ai","https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=contain,w=200,h=200,q=100/https://builtin.com/sites/www.builtin.com/files/2024-02/121523_Domino_VisualIdentity_SymbolBlackRGB_DK_Delivered.png","AI,Ml","Artificial Intelligence,Machine Learning",Remote
